547.	1.
549.	0.
551.	0.
553.	0.
555.	0.
557.	0.
559.	0.
561.	0.
563.	0.
565.	1.
567.	0.
569.	0.
571.	0.
573.	1.
575.	0.
577.	1.
579.	0.
581.	1.
583.	1.
585.	1.
587.	1.
589.	2.
591.	1.
593.	0.
595.	3.
597.	1.
599.	5.
601.	3.
603.	9.
605.	4.
607.	22.
609.	28.
611.	49.
613.	75.
615.	116.
617.	185.
619.	251.
621.	360.
623.	434.
625.	417.
627.	486.
629.	444.
631.	381.
633.	272.
635.	184.
637.	128.
639.	59.
641.	22.
643.	20.
645.	9.
647.	5.
649.	3.
651.	2.
653.	1.
655.	2.
657.	1.
659.	1.
661.	1.
663.	0.
665.	0.
667.	0.
669.	0.
671.	0.
673.	0.
675.	0.
677.	1.
679.	2.
