0.2	0.01	0.690535
0.21	0.01	0.744956
0.22	0.01	0.776659
0.23	0.01	0.788729
0.24	0.01	0.820996
0.25	0.01	0.86302
0.26	0.01	0.893314
0.27	0.01	0.932364
0.28	0.01	0.961798
0.29	0.01	1.00349
0.2	0.02	0.789013
0.21	0.02	0.796426
0.22	0.02	0.837625
0.23	0.02	0.875135
0.24	0.02	0.914258
0.25	0.02	0.907786
0.26	0.02	0.976982
0.27	0.02	0.993269
0.28	0.02	1.03437
0.29	0.02	1.07354
0.2	0.03	0.851961
0.21	0.03	0.879331
0.22	0.03	0.909373
0.23	0.03	0.965194
0.24	0.03	0.986286
0.25	0.03	1.0174
0.26	0.03	1.04048
0.27	0.03	1.07856
0.28	0.03	1.13366
0.29	0.03	1.14774
0.2	0.04	0.951796
0.21	0.04	0.979968
0.22	0.04	1.03431
0.23	0.04	1.04255
0.24	0.04	1.08173
0.25	0.04	1.09851
0.26	0.04	1.14149
0.27	0.04	1.17824
0.28	0.04	1.17556
0.29	0.04	1.23177
0.2	0.05	1.01768
0.21	0.05	1.07098
0.22	0.05	1.09474
0.23	0.05	1.12979
0.24	0.05	1.16893
0.25	0.05	1.19816
0.26	0.05	1.22822
0.27	0.05	1.25257
0.28	0.05	1.28099
0.29	0.05	1.31671
0.2	0.06	1.15135
0.21	0.06	1.17826
0.22	0.06	1.20674
0.23	0.06	1.24898
0.24	0.06	1.27459
0.25	0.06	1.311
0.26	0.06	1.35308
0.27	0.06	1.36502
0.28	0.06	1.38943
0.29	0.06	1.43233
0.2	0.07	1.2451
0.21	0.07	1.2836
0.22	0.07	1.30496
0.23	0.07	1.35967
0.24	0.07	1.36363
0.25	0.07	1.40544
0.26	0.07	1.46521
0.27	0.07	1.45765
0.28	0.07	1.49663
0.29	0.07	1.5272
0.2	0.08	1.39191
0.21	0.08	1.40016
0.22	0.08	1.43759
0.23	0.08	1.44902
0.24	0.08	1.51295
0.25	0.08	1.55102
0.26	0.08	1.57646
0.27	0.08	1.61662
0.28	0.08	1.62405
0.29	0.08	1.66297
0.2	0.09	1.50167
0.21	0.09	1.53139
0.22	0.09	1.56772
0.23	0.09	1.59804
0.24	0.09	1.62992
0.25	0.09	1.63226
0.26	0.09	1.68375
0.27	0.09	1.70826
0.28	0.09	1.74365
0.29	0.09	1.78122
0.2	0.1	1.63811
0.21	0.1	1.67843
0.22	0.1	1.72038
0.23	0.1	1.73584
0.24	0.1	1.75009
0.25	0.1	1.78736
0.26	0.1	1.80795
0.27	0.1	1.8475
0.28	0.1	1.87779
0.29	0.1	1.90149
