0	0.0229777
1	-0.337561
2	1.96441
3	-5.66731
4	8.13024
5	-3.66853
L = 7
rho = 1
a = 0.1

0	2.29777e-07
1	-3.37561e-05
2	0.00196441
3	-0.0566731
4	0.813024
5	-3.66853
L = 70
rho = 0.001
a = 1
