1	631.97
2	616.324
3	628.392
4	629.621
5	623.962
6	639.465
7	631.98
8	634.413
9	624.516
10	631.174
11	633.261
12	623.512
13	629.504
14	620.584
15	627.665
16	636.593
17	630.465
18	634.884
19	623.947
20	625.971
21	636.051
22	627.85
23	658.574
24	627.631
25	621.576
26	625.375
27	617.941
28	631.097
29	619.036
30	631.599
31	636.202
32	623.527
33	631.922
34	626.684
35	618.849
36	629.667
37	625.036
38	623.057
39	619.98
40	632.378
41	624
42	615.403
43	619.926
44	620.095
45	601.248
46	619.636
47	615.499
48	622.403
49	631.097
50	623.774
51	623.365
52	628.288
53	626.994
54	617.146
55	626.694
56	632.163
57	615.306
58	622.065
59	625.451
60	620.059
61	620.58
62	618.105
63	622.674
64	617.216
65	622.756
66	626.247
67	632.35
68	634.199
69	630.417
70	627.889
71	619.32
72	617.161
73	609.182
74	635.162
75	635.617
76	621.561
77	624.049
78	627.153
79	649.685
80	655.645
81	620.758
82	627.079
83	627.888
84	643.417
85	635.888
86	629.77
87	633.648
88	629.562
89	635.527
90	609.122
91	616.481
92	622.327
93	625.903
94	626.401
95	628.866
96	628.787
97	629.44
98	624.814
99	617.385
100	620.412
101	619.704
102	618.994
103	620.628
104	626.287
105	627.174
106	624.67
107	621.587
108	626.332
109	628.816
110	628.765
111	634.74
112	626.2
113	634.979
114	629.92
115	625.585
116	615.615
117	625.1
118	625.127
119	626.25
120	623.938
121	630.151
122	630.919
123	628.221
124	636.475
125	625.302
126	609.4
127	620.978
128	625.233
129	634.751
130	630.732
131	624.426
132	629.644
133	614.503
134	615.71
135	630.918
136	625.638
137	620.355
138	621.615
139	635.027
140	623.618
141	627.487
142	630.289
143	632.671
144	631.985
145	626.233
146	625.978
147	623.118
148	626.163
149	629.276
150	608.398
151	634.043
152	632.875
153	625.771
154	622.136
155	626.518
156	628.474
157	618.404
158	624.629
159	621.185
160	628.611
161	616.844
162	622.516
163	619.731
164	612.749
165	623.221
166	630.696
167	622.714
168	635.749
169	624.309
170	637.005
171	621.522
172	619.895
173	620.682
174	631.421
175	623.425
176	623.454
177	622.409
178	624.607
179	620.14
180	627.707
181	624.041
182	619.932
183	624.136
184	623.78
185	624.2
186	627.716
187	623.228
188	631.779
189	625.364
190	629.774
191	617.703
192	630.838
193	622.328
194	608.749
195	627.808
196	634.762
197	622.655
198	621.436
199	614.494
200	637.111
201	642.498
202	624.282
203	631.83
204	627.815
205	631.238
206	624.381
207	620.976
208	625.489
209	621.39
210	636.918
211	626.275
212	624.73
213	619.049
214	627.381
215	634.392
216	641.565
217	631.696
218	626.45
219	634.998
220	630.623
221	615.574
222	612.211
223	620.425
224	616.804
225	626.657
226	622.602
227	625.2
228	602.614
229	609.758
230	620.19
231	636.676
232	630.446
233	632.196
234	622.583
235	636.329
236	634.082
237	633.497
238	631.595
239	629.006
240	628.307
241	630.274
242	619.238
243	622.902
244	631.133
245	625.234
246	629.369
247	618.455
248	631.698
249	630.195
250	622.986
251	616.275
252	627.256
253	606.951
254	630.619
255	632.622
256	628.482
257	622.816
258	627.972
259	619.915
260	622.469
261	630.794
262	626.089
263	622.921
264	632.351
265	618.816
266	621.154
267	632.153
268	632.107
269	625.39
270	632.873
271	631.698
272	632.592
273	624.464
274	631.532
275	632.727
276	632.457
277	607.69
278	615.758
279	627.107
280	625.941
281	622.237
282	617.956
283	622.497
284	627.499
285	632.572
286	630.39
287	626.427
288	619.901
289	626.552
290	626.228
291	626.113
292	622.511
293	611.856
294	628.418
295	626.994
296	616.188
297	619.93
298	626.993
299	617.381
300	625.336
301	626.315
302	621.854
303	623.187
304	624.554
305	618.405
306	636.585
307	628.585
308	627.459
309	631.483
310	631.574
311	623.537
312	617.631
313	631.557
314	625.206
315	628.196
316	633.519
317	619.9
318	624.157
319	632.562
320	634.806
321	623.14
322	631.226
323	635.175
324	620.095
325	622.986
326	641.804
327	620.133
328	633.603
329	632.896
330	624.928
331	626.331
332	624.456
333	630.626
334	630.569
335	629.092
336	629.501
337	632.082
338	621.779
339	622.278
340	620.548
341	620.803
342	621.61
343	618.748
