0	0
1	0
2	5.66667
3	42.3125
4	89.6
5	132.417
6	161.633
7	189.594
8	211.272
9	229.34
10	248.702
11	260.111
12	272.189
13	278.816
14	288.724
15	296.195
16	301.965
17	307.642
18	313.116
19	317.68
20	322.864
21	328.506
22	327.881
23	331.307
24	335.405
25	335.534
26	339.27
27	340.935
28	341.314
29	344.227
30	345.214
31	347.275
32	346.239
33	348.159
34	349.62
35	350.247
36	351.413
37	353.172
38	353.41
39	353.889
40	356.192
41	355.654
42	356.275
43	356.638
44	356.809
45	356.97
46	357.987
47	358.326
48	358.08
49	358.714
50	359.918
51	359.336
52	359.833
53	359.425
54	360.858
55	360.81
56	360.17
57	360.909
58	361.017
59	361.284
60	361.854
61	361.93
62	362.054
63	362.547
64	362.659
65	362.104
66	362.817
67	362.285
68	363.149
69	362.894
70	363.018
71	363.493
72	363.532
73	362.84
74	363.594
75	364.199
76	364.068
77	363.384
78	363.552
79	364.092
80	364.209
81	364.427
82	364.56
83	365.48
84	365.118
85	365.608
86	365.516
87	365.16
88	366.01
89	366.12
90	365.476
91	365.828
92	366.258
93	366.185
94	366.18
95	365.816
96	366.274
97	366.055
98	366.133
99	365.853
