0.01	0.213375	0.00337502
0.02	0.429876	0.00679949
0.03	0.650178	0.0102841
0.04	0.874638	0.0138344
0.05	1.10398	0.017462
0.06	1.33853	0.0211719
0.07	1.57807	0.0249608
0.08	1.82431	0.0288557
0.09	2.07634	0.0328421
0.1	2.33518	0.0369363
0.11	2.60216	0.0411592
0.12	2.87418	0.0454618
0.13	3.15536	0.0499093
0.14	3.445	0.0544907
0.15	3.74234	0.0591938
0.16	4.04937	0.0640502
0.17	4.36823	0.0690938
0.18	4.69188	0.0742129
0.19	5.03308	0.0796099
0.2	5.38212	0.0851307
0.21	5.746	0.0908863
0.22	6.11613	0.0967408
0.23	6.50477	0.102888
0.24	6.90676	0.109246
0.25	7.32013	0.115785
0.26	7.75273	0.122627
0.27	8.20128	0.129722
0.28	8.67615	0.137233
0.29	9.15975	0.144883
0.3	9.66829	0.152926
0.31	10.1887	0.161158
0.32	10.7406	0.169887
0.33	11.3197	0.179047
0.34	11.9244	0.188613
0.35	12.5622	0.1987
0.36	13.2075	0.208907
0.37	13.9056	0.21995
0.38	14.6321	0.23144
0.39	15.3805	0.243278
0.4	16.1839	0.255986
0.41	17.0135	0.269108
0.42	17.9246	0.283519
0.43	18.8272	0.297796
0.44	19.8255	0.313586
0.45	20.836	0.32957
0.46	21.9222	0.34675
0.47	23.1093	0.365527
0.48	24.3456	0.385082
0.49	25.6494	0.405705
0.5	27.0071	0.427181
0.51	28.481	0.450492
0.52	29.988	0.47433
0.53	31.7243	0.501794
0.54	33.4352	0.528856
0.55	35.2638	0.557779
0.56	37.3435	0.590673
0.57	39.578	0.626018
0.58	41.8702	0.662274
0.59	44.3979	0.702255
0.6	46.9836	0.743155
0.61	49.4971	0.782911
0.62	52.7273	0.834004
0.63	55.8899	0.884028
0.64	59.561	0.942095
0.65	63.0735	0.997653
0.66	66.97	1.05929
0.67	71.9311	1.13776
0.68	77.0553	1.21881
0.69	81.922	1.29579
0.7	87.7049	1.38726
0.71	94.2048	1.49007
0.72	100.716	1.59306
0.73	107.421	1.69911
0.74	115.43	1.82579
0.75	125.491	1.98494
0.76	135.707	2.14653
0.77	143.838	2.27513
0.78	158.506	2.50714
0.79	173.393	2.74261
0.8	193.4	3.05908
0.81	216.089	3.41795
0.82	240.799	3.80879
0.83	266.384	4.21348
0.84	289.39	4.57738
0.85	320.523	5.06981
0.86	354.814	5.61221
0.87	400.885	6.34093
0.88	444.409	7.02936
0.89	519.845	8.22256
0.9	588.229	9.30421
0.91	716.033	11.3257
0.92	900.576	14.2447
0.93	1160.11	18.3498
0.94	1605.48	25.3943
0.95	2252.68	35.6314
0.96	3561.17	56.3282
0.97	6354.34	100.509
0.98	14519.2	229.655
0.99	58888	931.451
