0.01	4.26528	0.0674653
0.012	4.04564	0.0639911
0.014	3.40788	0.0539036
0.016	3.00077	0.0474641
0.018	2.93263	0.0463863
0.02	2.58359	0.0408654
0.022	2.49274	0.0394284
0.024	2.23706	0.0353842
0.026	2.17794	0.0344492
0.028	2.06322	0.0326345
0.03	1.94425	0.0307529
0.032	1.87501	0.0296576
0.034	1.76714	0.0279514
0.036	1.73885	0.027504
0.038	1.6937	0.0267898
0.04	1.65045	0.0261057
0.042	1.59301	0.0251971
0.044	1.53662	0.0243051
0.046	1.5262	0.0241404
0.048	1.49203	0.0235999
0.05	1.46372	0.0231522
0.052	1.43797	0.0227448
0.054	1.43613	0.0227157
0.056	1.39283	0.0220309
0.058	1.38765	0.0219489
0.06	1.37373	0.0217287
0.062	1.36411	0.0215765
0.064	1.33945	0.0211865
0.066	1.32709	0.020991
0.068	1.31787	0.0208452
0.07	1.30463	0.0206357
0.072	1.30443	0.0206326
0.074	1.27479	0.0201638
0.076	1.2656	0.0200184
0.078	1.27221	0.0201229
0.08	1.26915	0.0200745
0.082	1.26689	0.0200389
0.084	1.25982	0.019927
0.086	1.26296	0.0199767
0.088	1.26138	0.0199517
0.09	1.25642	0.0198733
0.092	1.25313	0.0198212
0.094	1.21728	0.0192542
0.096	1.22804	0.0194243
0.098	1.21549	0.0192258
0.1	1.22804	0.0194244
0.102	1.23477	0.0195308
0.104	1.2306	0.0194648
0.106	1.23521	0.0195378
0.108	1.238	0.0195819
0.11	1.22974	0.0194512
0.112	1.23969	0.0196085
0.114	1.24236	0.0196508
0.116	1.2278	0.0194205
0.118	1.24277	0.0196573
0.12	1.23785	0.0195795
0.122	1.24099	0.0196292
0.124	1.24406	0.0196777
0.126	1.24765	0.0197345
0.128	1.24143	0.0196361
0.13	1.21823	0.0192691
0.132	1.26079	0.0199423
0.134	1.23311	0.0195045
0.136	1.23797	0.0195814
0.138	1.26016	0.0199324
0.14	1.23531	0.0195393
0.142	1.26027	0.019934
0.144	1.2596	0.0199234
0.146	1.27467	0.0201619
0.148	1.27624	0.0201866
0.15	1.26515	0.0200112
0.152	1.24946	0.0197631
0.154	1.2844	0.0203157
0.156	1.3013	0.020583
0.158	1.27029	0.0200926
0.16	1.29952	0.020555
0.162	1.30981	0.0207177
0.164	1.30931	0.0207098
0.166	1.31127	0.0207408
0.168	1.33772	0.0211591
0.17	1.31382	0.0207812
0.172	1.31161	0.0207462
0.174	1.32027	0.0208831
0.176	1.32782	0.0210026
0.178	1.32976	0.0210333
0.18	1.34407	0.0212596
0.182	1.35149	0.021377
0.184	1.34917	0.0213402
0.186	1.36475	0.0215866
0.188	1.35455	0.0214254
0.19	1.36156	0.0215363
0.192	1.36026	0.0215157
0.194	1.36575	0.0216025
0.196	1.38811	0.0219562
0.198	1.38634	0.0219282
